iteration	posterior	likelihood	prior	node_index	branch_start_time	branch_end_time	start_state	end_state	transition_time	transition_type	parent_index	child1_index	child2_index
100000	-1009.06	-1003.89	-5.1733	63	18.8984	13.4194	0000000000000002200000200	0000000000010002200000200	18.5878	anagenetic	64	46	62
100000	-1009.06	-1003.89	-5.1733	63	18.8984	13.4194	0000000000010002200000200	0000000000000002200000200	17.4451	anagenetic	64	46	62
100000	-1009.06	-1003.89	-5.1733	63	18.8984	13.4194	0000000000000002200000200	0000000000000002201000200	14.232	anagenetic	64	46	62
100000	-1009.06	-1003.89	-5.1733	46	13.4194	7.55347	0000000000000002201000200	0000000000000001201000200	12.2706	anagenetic	63	19	45
100000	-1009.06	-1003.89	-5.1733	46	13.4194	7.55347	0000000000000001201000200	0000000000000000201000200	11.8301	anagenetic	63	19	45
100000	-1009.06	-1003.89	-5.1733	46	13.4194	7.55347	0000000000000000201000200	0000000000000000200000200	11.7857	anagenetic	63	19	45
100000	-1009.06	-1003.89	-5.1733	46	13.4194	7.55347	0000000000000000200000200	0000000000000001200000200	9.06086	anagenetic	63	19	45
100000	-1009.06	-1003.89	-5.1733	46	13.4194	7.55347	0000000000000001200000200	0000000000000002200000200	8.97866	anagenetic	63	19	45
100000	-1009.06	-1003.89	-5.1733	46	13.4194	7.55347	0000000000000002200000200	0000000000000002200000100	8.81384	anagenetic	63	19	45
100000	-1009.06	-1003.89	-5.1733	46	13.4194	7.55347	0000000000000002200000100	0000000000000002200000000	7.8237	anagenetic	63	19	45
100000	-1009.06	-1003.89	-5.1733	19	7.55347	0	0000000000000002200000000	0000000000000001200000000	0.259395	anagenetic	46	NA	NA
100000	-1009.06	-1003.89	-5.1733	19	7.55347	0	0000000000000001200000000	0000000000000002200000000	0.146634	anagenetic	46	NA	NA
